,year,month,site,block,plot,total,deoc,ipac,deva,other,log_total,station,mean_maxF,mean_minF,precip_in,precip_mm,cum_mammal,shan_mammal,rich_mammal,liz_estimates,mam_estimates,mean_maxC,mean_minC,tempdifF,tempdifC,elevation,rain_year,plotidname,plotID
658,2018,April,Intermediate,2,Open,3,3,0,0,#N/A,1.386294361,Loraine,67.9,38.9,0.66,16.76403353,8,0.5895476,2,85,6,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Open.2,11
659,2018,April,Intermediate,2,Partial,9,9,0,0,#N/A,2.302585093,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,48,2,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.2,14
660,2018,April,Intermediate,1,Total,0,0,0,0,#N/A,0,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,138,32,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.1,8
661,2018,April,Intermediate,1,Total,1,1,0,0,#N/A,0.693147181,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,138,32,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.1,8
662,2018,April,Intermediate,1,Open,1,1,0,0,#N/A,0.693147181,Loraine,67.9,38.9,0.66,16.76403353,8,0.5895476,2,130,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Open.1,2
663,2018,April,Intermediate,1,Partial,1,1,0,0,#N/A,0.693147181,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,134,8,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.1,5
664,2018,April,Intermediate,2,Open,4,4,0,0,#N/A,1.609437912,Loraine,67.9,38.9,0.66,16.76403353,8,0.5895476,2,85,6,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Open.2,11
665,2018,April,Intermediate,1,Partial,3,3,0,0,#N/A,1.386294361,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,134,8,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.1,5
666,2018,April,Intermediate,1,Total,2,2,0,0,#N/A,1.098612289,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,138,32,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.1,8
667,2018,April,Intermediate,2,Open,8,6,2,0,#N/A,2.197224577,Loraine,67.9,38.9,0.66,16.76403353,8,0.5895476,2,85,6,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Open.2,11
668,2018,April,Intermediate,2,Partial,4,2,2,0,#N/A,1.609437912,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,48,2,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.2,14
669,2018,April,Intermediate,2,Total,15,15,0,0,#N/A,2.772588722,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,85,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.2,17
670,2018,April,Intermediate,3,Open,8,8,0,0,#N/A,2.197224577,Loraine,67.9,38.9,0.66,16.76403353,8,0.5895476,2,208,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Open.3,20
671,2018,April,Intermediate,3,Partial,14,13,0,1,#N/A,2.708050201,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,163,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.3,23
672,2018,April,Intermediate,3,Total,20,17,2,1,#N/A,3.044522438,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,177,2,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.3,26
673,2018,April,Intermediate,3,Total,14,13,1,0,#N/A,2.708050201,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,177,2,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.3,26
674,2018,April,Intermediate,2,Total,11,11,0,0,#N/A,2.48490665,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,85,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.2,17
675,2018,April,Intermediate,3,Open,0,0,0,0,#N/A,0,Loraine,67.9,38.9,0.66,16.76403353,8,0.5895476,2,208,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Open.3,20
676,2018,April,Intermediate,3,Partial,12,11,1,0,#N/A,2.564949357,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,163,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.3,23
677,2018,April,Intermediate,3,Total,19,18,0,1,#N/A,2.995732274,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,177,2,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.3,26
678,2018,April,Intermediate,3,Partial,7,7,0,0,#N/A,2.079441542,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,163,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.3,23
679,2018,April,Intermediate,2,Total,11,7,2,2,#N/A,2.48490665,Loraine,67.9,38.9,0.66,16.76403353,23,0.687067,2,85,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Total.2,17
680,2018,April,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,67.9,38.9,0.66,16.76403353,12,0.748017,2,48,2,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Partial.2,14
681,2018,April,Intermediate,3,Open,3,3,0,0,#N/A,1.386294361,Loraine,67.9,38.9,0.66,16.76403353,8,0.5895476,2,208,#N/A,19.94444444,3.833333333,29,16.11111111,1290.8,2017/2018,Intermediate.Open.3,20
682,2018,April,Mesic,1,Partial,3,2,1,0,#N/A,1.386294361,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,216,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.1,6
683,2018,April,Mesic,1,Total,2,2,0,0,#N/A,1.098612289,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,63,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.1,9
684,2018,April,Mesic,2,Open,0,0,0,0,#N/A,0,Chuchupate,65.5,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,2,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Open.2,12
685,2018,April,Mesic,2,Partial,4,3,0,1,#N/A,1.609437912,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,16,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.2,15
686,2018,April,Mesic,2,Total,5,5,0,0,#N/A,1.791759469,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,8,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.2,18
687,2018,April,Mesic,3,Open,1,1,0,0,#N/A,0.693147181,Chuchupate,65.5,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,13,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Open.3,21
688,2018,April,Mesic,3,Partial,3,3,0,0,#N/A,1.386294361,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.3,24
689,2018,April,Mesic,3,Total,6,6,0,0,#N/A,1.945910149,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,18,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.3,27
690,2018,April,Mesic,1,Open,2,1,1,0,#N/A,1.098612289,Chuchupate,65.5,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,29,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Open.1,3
691,2018,April,Mesic,1,Partial,3,3,0,0,#N/A,1.386294361,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,216,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.1,6
692,2018,April,Mesic,1,Total,0,0,0,0,#N/A,0,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,63,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.1,9
693,2018,April,Mesic,2,Partial,1,1,0,0,#N/A,0.693147181,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,16,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.2,15
694,2018,April,Mesic,2,Total,1,1,0,0,#N/A,0.693147181,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,8,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.2,18
695,2018,April,Mesic,3,Partial,2,2,0,0,#N/A,1.098612289,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.3,24
696,2018,April,Mesic,3,Total,3,3,0,0,#N/A,1.386294361,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,18,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.3,27
697,2018,April,Mesic,1,Open,1,1,0,0,#N/A,0.693147181,Chuchupate,65.5,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,29,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Open.1,3
698,2018,April,Mesic,1,Total,3,1,0,2,#N/A,1.386294361,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,63,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.1,9
699,2018,April,Mesic,1,Partial,4,2,1,1,#N/A,1.609437912,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,216,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.1,6
700,2018,April,Mesic,2,Total,3,3,0,0,#N/A,1.386294361,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,8,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.2,18
701,2018,April,Mesic,2,Partial,2,2,0,0,#N/A,1.098612289,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,16,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.2,15
702,2018,April,Mesic,3,Total,6,5,1,0,#N/A,1.945910149,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,18,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.3,27
703,2018,April,Mesic,3,Partial,1,0,1,0,#N/A,0.693147181,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.3,24
704,2018,August,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,13,0.5895476,2,52,2,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Open.1,1
705,2018,August,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,42,1.0016857,4,74,16,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Partial.1,4
706,2018,August,Arid,1,Total,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,34,1.2446206,4,68,16,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Total.1,7
707,2018,August,Arid,2,Open,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,13,0.5895476,2,61,6,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Open.2,10
708,2018,August,Arid,2,Partial,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,42,1.0016857,4,73,46,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Partial.2,13
709,2018,August,Arid,2,Total,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,34,1.2446206,4,61,41,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Total.2,16
710,2018,August,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,13,0.5895476,2,83,3,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Open.3,19
711,2018,August,Arid,3,Partial,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,42,1.0016857,4,70,#N/A,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Partial.3,22
712,2018,August,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,34,1.2446206,4,89,16,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Total.3,25
713,2018,August,Intermediate,1,Total,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,23,0.687067,2,138,32,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Total.1,8
714,2018,August,Intermediate,1,Open,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,8,0.5895476,2,130,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Open.1,2
715,2018,August,Intermediate,1,Partial,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,12,0.748017,2,134,8,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Partial.1,5
716,2018,August,Intermediate,2,Open,1,1,0,0,#N/A,0.693147181,Loraine,90.8,57.8,0,0,8,0.5895476,2,85,6,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Open.2,11
717,2018,August,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,12,0.748017,2,48,2,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Partial.2,14
718,2018,August,Intermediate,2,Total,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,23,0.687067,2,85,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Total.2,17
719,2018,August,Intermediate,3,Open,1,1,0,0,#N/A,0.693147181,Loraine,90.8,57.8,0,0,8,0.5895476,2,208,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Open.3,20
720,2018,August,Intermediate,3,Partial,1,1,0,0,#N/A,0.693147181,Loraine,90.8,57.8,0,0,12,0.748017,2,163,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Partial.3,23
721,2018,August,Intermediate,3,Total,2,2,0,0,#N/A,1.098612289,Loraine,90.8,57.8,0,0,23,0.687067,2,177,2,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Total.3,26
722,2018,August,Mesic,1,Open,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,48,1.1649914,3,#N/A,29,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Open.1,3
723,2018,August,Mesic,1,Partial,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,62,1.3021472,4,#N/A,216,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Partial.1,6
724,2018,August,Mesic,1,Total,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,72,1.1596465,4,#N/A,63,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Total.1,9
725,2018,August,Mesic,2,Open,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,48,1.1649914,3,#N/A,2,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Open.2,12
726,2018,August,Mesic,2,Partial,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,62,1.3021472,4,#N/A,16,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Partial.2,15
727,2018,August,Mesic,2,Total,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,72,1.1596465,4,#N/A,8,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Total.2,18
728,2018,August,Mesic,3,Open,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,48,1.1649914,3,#N/A,13,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Open.3,21
729,2018,August,Mesic,3,Partial,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Partial.3,24
730,2018,August,Mesic,3,Total,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,72,1.1596465,4,#N/A,18,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Total.3,27
731,2018,December,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,13,0.5895476,2,52,2,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Open.1,1
732,2018,December,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,42,1.0016857,4,74,16,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Partial.1,4
733,2018,December,Arid,1,Total,1,1,0,0,#N/A,0.693147181,Lebec,51.7,35.6,2.73,69.34213868,34,1.2446206,4,68,16,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Total.1,7
734,2018,December,Arid,2,Open,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,13,0.5895476,2,61,6,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Open.2,10
735,2018,December,Arid,2,Partial,1,0,1,0,#N/A,0.693147181,Lebec,51.7,35.6,2.73,69.34213868,42,1.0016857,4,73,46,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Partial.2,13
736,2018,December,Arid,2,Total,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,34,1.2446206,4,61,41,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Total.2,16
737,2018,December,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,13,0.5895476,2,83,3,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Open.3,19
738,2018,December,Arid,3,Partial,1,1,0,0,#N/A,0.693147181,Lebec,51.7,35.6,2.73,69.34213868,42,1.0016857,4,70,#N/A,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Partial.3,22
739,2018,December,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,34,1.2446206,4,89,16,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Total.3,25
740,2018,December,Intermediate,1,Open,1,0,1,0,#N/A,0.693147181,Loraine,52,32.4,1.36,34.54406909,8,0.5895476,2,130,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Open.1,2
741,2018,December,Intermediate,1,Partial,5,3,2,0,#N/A,1.791759469,Loraine,52,32.4,1.36,34.54406909,12,0.748017,2,134,8,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Partial.1,5
742,2018,December,Intermediate,1,Total,7,6,0,1,#N/A,2.079441542,Loraine,52,32.4,1.36,34.54406909,23,0.687067,2,138,32,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Total.1,8
743,2018,December,Intermediate,2,Open,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,8,0.5895476,2,85,6,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Open.2,11
744,2018,December,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,12,0.748017,2,48,2,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Partial.2,14
745,2018,December,Intermediate,2,Total,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,23,0.687067,2,85,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Total.2,17
746,2018,December,Intermediate,3,Open,1,1,0,0,#N/A,0.693147181,Loraine,52,32.4,1.36,34.54406909,8,0.5895476,2,208,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Open.3,20
747,2018,December,Intermediate,3,Partial,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,12,0.748017,2,163,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Partial.3,23
748,2018,December,Intermediate,3,Total,3,2,1,0,#N/A,1.386294361,Loraine,52,32.4,1.36,34.54406909,23,0.687067,2,177,2,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Total.3,26
749,2018,December,Mesic,1,Open,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,48,1.1649914,3,#N/A,29,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Open.1,3
750,2018,December,Mesic,1,Partial,1,0,1,0,#N/A,0.693147181,Chuchupate,50.9,25.7,#N/A,#N/A,62,1.3021472,4,#N/A,216,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Partial.1,6
751,2018,December,Mesic,1,Total,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,72,1.1596465,4,#N/A,63,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Total.1,9
752,2018,December,Mesic,2,Open,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,48,1.1649914,3,#N/A,2,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Open.2,12
753,2018,December,Mesic,2,Partial,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,62,1.3021472,4,#N/A,16,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Partial.2,15
754,2018,December,Mesic,2,Total,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,72,1.1596465,4,#N/A,8,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Total.2,18
755,2018,December,Mesic,3,Open,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,48,1.1649914,3,#N/A,13,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Open.3,21
756,2018,December,Mesic,3,Partial,1,1,0,0,#N/A,0.693147181,Chuchupate,50.9,25.7,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Partial.3,24
757,2018,December,Mesic,3,Total,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,72,1.1596465,4,#N/A,18,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Total.3,27
758,2018,February,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,13,0.5895476,2,52,2,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Open.1,1
759,2018,February,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,42,1.0016857,4,74,16,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Partial.1,4
760,2018,February,Arid,1,Total,1,0,1,0,#N/A,0.693147181,Lebec,60.9,35.1,0.11,2.794005588,34,1.2446206,4,68,16,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Total.1,7
761,2018,February,Arid,2,Open,2,0,2,0,#N/A,1.098612289,Lebec,60.9,35.1,0.11,2.794005588,13,0.5895476,2,61,6,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Open.2,10
762,2018,February,Arid,2,Partial,3,2,1,0,#N/A,1.386294361,Lebec,60.9,35.1,0.11,2.794005588,42,1.0016857,4,73,46,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Partial.2,13
763,2018,February,Arid,2,Total,2,1,1,0,#N/A,1.098612289,Lebec,60.9,35.1,0.11,2.794005588,34,1.2446206,4,61,41,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Total.2,16
764,2018,February,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,13,0.5895476,2,83,3,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Open.3,19
765,2018,February,Arid,3,Partial,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,42,1.0016857,4,70,#N/A,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Partial.3,22
766,2018,February,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,34,1.2446206,4,89,16,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Total.3,25
767,2018,February,Intermediate,1,Open,2,2,0,0,#N/A,1.098612289,Loraine,59.7,30.8,0.08,2.032004064,8,0.5895476,2,130,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Open.1,2
768,2018,February,Intermediate,1,Partial,0,0,0,0,#N/A,0,Loraine,59.7,30.8,0.08,2.032004064,12,0.748017,2,134,8,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Partial.1,5
769,2018,February,Intermediate,1,Total,2,1,1,0,#N/A,1.098612289,Loraine,59.7,30.8,0.08,2.032004064,23,0.687067,2,138,32,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Total.1,8
770,2018,February,Intermediate,2,Open,1,1,0,0,#N/A,0.693147181,Loraine,59.7,30.8,0.08,2.032004064,8,0.5895476,2,85,6,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Open.2,11
771,2018,February,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,59.7,30.8,0.08,2.032004064,12,0.748017,2,48,2,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Partial.2,14
772,2018,February,Intermediate,2,Total,3,2,1,0,#N/A,1.386294361,Loraine,59.7,30.8,0.08,2.032004064,23,0.687067,2,85,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Total.2,17
773,2018,February,Intermediate,3,Open,0,0,0,0,#N/A,0,Loraine,59.7,30.8,0.08,2.032004064,8,0.5895476,2,208,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Open.3,20
774,2018,February,Intermediate,3,Partial,5,5,0,0,#N/A,1.791759469,Loraine,59.7,30.8,0.08,2.032004064,12,0.748017,2,163,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Partial.3,23
775,2018,February,Intermediate,3,Total,3,3,0,0,#N/A,1.386294361,Loraine,59.7,30.8,0.08,2.032004064,23,0.687067,2,177,2,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Total.3,26
